credit_score,income,loan_amount,loan_term,interest_rate,debt_to_income_ratio,employment_years,savings_balance,age,default_risk_score
776,134130.0,14108.0,48,10.93,37.19,17,49402.0,31,7196.144153560461
416,65893.0,34118.0,24,5.66,40.78,1,99270.0,33,3311.3746348324985
413,35563.0,24584.0,48,5.69,23.39,13,28754.0,58,5216.652210809894
467,61873.0,11406.0,60,9.36,33.23,9,34840.0,51,7833.6328257578125
555,127434.0,31342.0,36,11.66,20.09,12,25008.0,59,3824.6270672523324
666,43150.0,43218.0,48,6.37,25.78,19,75403.0,53,1410.5272821250555
656,108801.0,42947.0,36,7.92,13.22,20,15385.0,22,1485.8946811790192
752,143372.0,33482.0,60,13.69,14.14,11,75432.0,60,3325.317447106796
326,35577.0,6958.0,24,2.8,25.8,22,15210.0,48,8766.487216263733
695,147769.0,13535.0,36,3.81,25.07,2,33161.0,26,7345.757898894466
412,142555.0,12531.0,60,7.34,10.43,32,50830.0,26,7638.6633235405025
398,128730.0,37376.0,36,5.37,35.51,27,39385.0,59,2665.5419630453484
469,95713.0,8191.0,60,13.76,47.84,11,58436.0,27,8504.452207448538
530,69153.0,34411.0,48,2.51,23.26,28,73960.0,37,3196.603959468617
743,138533.0,36750.0,60,4.29,36.32,33,62665.0,22,2694.714613656833
752,131543.0,13734.0,60,7.37,32.63,30,77926.0,27,7275.269034554226
799,26570.0,41116.0,12,6.82,24.88,11,7869.0,41,1807.9607215549229
686,31122.0,39068.0,60,3.66,35.26,23,35321.0,59,2242.3108854424263
805,82552.0,39905.0,24,13.33,33.01,7,58701.0,23,2030.7811312583085
524,146768.0,10432.0,36,11.89,23.95,5,67067.0,40,8012.850556288166
334,140900.0,46781.0,48,12.46,42.22,13,71218.0,30,806.0849270510029
479,66542.0,44922.0,24,5.25,43.14,18,36021.0,40,1154.798076630791
742,40337.0,36852.0,60,9.46,24.5,8,82797.0,56,2661.1742754883808
532,114457.0,10495.0,12,13.0,47.15,16,90467.0,18,8000.160234692486
750,118875.0,33758.0,48,10.3,48.27,34,42399.0,60,3286.9792546746544
578,137071.0,15837.0,60,5.19,41.38,19,29059.0,56,6942.866058846816
702,69268.0,22081.0,60,4.94,26.43,10,24014.0,52,5636.648376482348
426,145617.0,36552.0,24,2.62,48.18,1,66983.0,37,2828.328681002679
685,56397.0,49633.0,48,7.26,48.95,19,65305.0,28,141.67124423453834
816,51860.0,7336.0,24,4.0,29.33,9,10150.0,21,8546.497900581282
497,79321.0,39521.0,36,12.72,14.42,1,54847.0,30,2201.6528916511415
821,45849.0,24446.0,24,12.89,49.55,23,22606.0,63,5118.696864812456
695,125228.0,28177.0,36,12.77,32.86,18,35739.0,58,4428.973505876121
364,70975.0,32935.0,12,2.9,41.21,13,11907.0,42,3569.2965962675426
494,94744.0,39546.0,36,9.23,37.0,15,15111.0,29,2209.7203063402108
573,111248.0,31213.0,12,13.28,44.83,8,34550.0,43,3860.096317605871
625,102050.0,34344.0,36,10.91,37.19,17,29825.0,32,3223.6833783582147
491,54801.0,40433.0,60,14.26,11.03,28,74531.0,54,2006.4638060693003
849,118833.0,16407.0,24,13.73,19.34,9,53080.0,37,6752.096365676337
573,68787.0,47092.0,48,12.45,22.1,27,16448.0,19,676.3309588954041
718,90316.0,13461.0,48,13.56,26.89,6,17438.0,64,7353.56571000156
608,55046.0,5781.0,36,3.16,44.39,3,75386.0,31,8910.97188023157
519,114934.0,21393.0,48,7.93,36.55,11,87755.0,53,5826.9214260171875
335,134524.0,22826.0,24,10.2,38.08,24,81383.0,62,5576.330324244897
483,64859.0,19042.0,60,8.82,45.45,34,81653.0,42,6307.148941347811
371,96961.0,48285.0,12,5.37,44.47,34,81434.0,54,470.1656334827344
810,30326.0,20261.0,12,6.81,27.63,30,83656.0,65,5952.39514330144
791,49373.0,18380.0,12,14.34,33.53,32,12404.0,27,6342.283129068365
530,146522.0,49139.0,12,4.44,40.74,13,81199.0,67,264.7830338337851
357,46685.0,36055.0,24,9.2,29.1,30,94731.0,60,2933.224451467411
817,132590.0,20901.0,36,13.23,33.42,24,29187.0,59,5823.273864062589
377,63408.0,48543.0,12,14.09,48.25,27,23664.0,30,441.7525485868231
525,76503.0,46945.0,24,7.44,46.66,23,42438.0,61,711.9204280948359
443,135608.0,12421.0,48,14.01,15.38,29,68993.0,41,7630.042190169896
840,31344.0,47652.0,48,2.69,15.04,10,25345.0,23,496.09175040996104
673,54531.0,45372.0,48,10.84,18.83,5,67359.0,68,954.5923173397375
368,142413.0,7159.0,24,8.6,37.16,10,56325.0,25,8726.130146560581
810,40662.0,7852.0,36,12.79,18.72,22,25988.0,55,8448.107372948834
641,129049.0,12629.0,12,10.07,23.57,15,595.0,64,7550.127581664455
675,90326.0,14833.0,36,2.63,26.76,30,42372.0,66,7083.810113214313
842,110827.0,28284.0,48,2.94,43.15,9,56326.0,62,4372.0700990197165
803,46630.0,48363.0,12,10.1,26.31,15,30028.0,46,354.03260774997034
366,72326.0,32386.0,12,14.01,23.15,30,36390.0,33,3676.257400655964
658,63753.0,44864.0,24,14.23,26.95,19,42406.0,43,1097.2231838071173
389,47082.0,22153.0,12,12.97,47.97,24,96583.0,21,5705.599025417908
303,127860.0,11416.0,12,9.33,24.07,14,87675.0,40,7877.068285835564
391,73302.0,22772.0,48,4.47,23.38,19,20390.0,21,5554.620422749302
493,75204.0,9135.0,24,12.68,35.02,17,75956.0,39,8289.798080021712
702,56062.0,14852.0,60,9.87,45.62,31,18733.0,50,7077.584336176888
704,55133.0,10774.0,60,12.73,46.38,24,39601.0,40,7893.9871029283995
443,55435.0,8040.0,12,3.28,37.91,32,39131.0,48,8522.631572364018
643,109563.0,47287.0,12,9.53,11.61,6,9969.0,35,631.5412666831422
657,64064.0,11910.0,60,10.45,49.86,30,7642.0,68,7712.832439666887
727,24853.0,6367.0,12,13.39,16.45,11,3981.0,69,8761.936362463883
358,32115.0,30556.0,48,12.29,33.9,17,19768.0,33,4042.849698691415
790,96260.0,31819.0,60,9.14,12.23,2,98537.0,27,3641.1354996461446
421,146879.0,10978.0,12,8.19,15.32,14,38192.0,23,7944.836165501203
847,55057.0,5645.0,48,5.64,22.31,12,37310.0,69,8852.33951140489
489,135953.0,33903.0,36,14.88,31.88,31,26469.0,59,3324.859309115867
837,82211.0,23073.0,36,7.39,10.84,3,80317.0,37,5388.529312414659
621,45683.0,12999.0,48,8.11,37.88,7,90201.0,63,7451.338063483544
800,81367.0,18489.0,60,13.01,22.41,34,89299.0,19,6292.305521743856
494,53039.0,39503.0,36,10.8,33.31,31,55311.0,28,2196.177651694351
552,39250.0,10704.0,36,2.64,31.99,29,61313.0,69,7937.944169404754
381,123674.0,21299.0,36,8.55,16.47,9,68827.0,29,5884.538081406865
791,146209.0,31035.0,12,2.99,13.92,6,3771.0,49,3822.654236134562
680,137428.0,35129.0,60,13.94,14.93,17,57378.0,38,3037.4348724056713
679,100199.0,34794.0,36,10.77,17.09,9,3513.0,50,3093.065061094676
769,30616.0,45194.0,36,3.88,26.11,10,73705.0,33,982.0531655860832
466,92355.0,6667.0,24,11.48,23.5,1,63248.0,54,8792.845561387754
352,26638.0,9079.0,60,11.6,23.11,5,95359.0,39,8337.69103947937
601,23020.0,39406.0,60,11.9,48.02,27,57480.0,53,2211.7568702533304
425,21435.0,9940.0,60,12.05,13.94,23,25757.0,51,8129.939269141163
805,88785.0,25215.0,36,10.89,40.39,1,56862.0,68,4980.548787956482
706,24648.0,35933.0,12,14.23,12.82,29,91428.0,36,2849.982973993838
576,21925.0,33272.0,60,5.06,16.73,1,81335.0,29,3427.5503250304323
432,127435.0,15800.0,60,9.94,12.41,6,68921.0,31,6964.863072827456
553,114223.0,9358.0,36,7.11,35.99,0,453.0,51,8230.767296246297
481,114588.0,35932.0,48,14.62,31.79,0,1909.0,67,2933.1969369490234
543,121520.0,39881.0,60,9.72,47.39,20,66425.0,32,2129.912840033405
442,110874.0,30538.0,36,14.27,44.66,3,76154.0,35,4014.762264151593
579,125899.0,29765.0,12,14.33,48.08,33,25958.0,47,4124.903639873813
322,149044.0,17722.0,60,6.58,17.48,17,29565.0,29,6606.011491521418
700,43019.0,34725.0,36,5.98,20.75,26,77806.0,31,3091.997050662878
663,29110.0,30817.0,36,12.57,23.55,10,87937.0,43,3900.2080055163538
738,57265.0,44575.0,12,3.64,13.6,33,86282.0,26,1121.6141417684976
474,55946.0,6898.0,48,12.92,45.5,3,43601.0,28,8742.641412274585
412,103441.0,33552.0,36,7.93,16.99,27,16459.0,24,3433.4606260593223
849,59063.0,12345.0,36,6.42,37.02,2,26149.0,26,7540.069731259766
340,130677.0,27433.0,12,3.75,41.76,28,40473.0,26,4661.533354787843
394,103847.0,22015.0,12,11.74,41.4,22,67300.0,58,5732.121871663177
784,20338.0,12151.0,48,9.99,40.61,9,13503.0,51,7614.498857490405
700,105431.0,13258.0,12,13.52,42.5,14,65867.0,41,7390.3001387288605
445,43398.0,38787.0,12,5.09,42.48,10,28365.0,49,2389.0237646248374
802,56408.0,26627.0,48,10.71,41.18,21,62637.0,60,4668.948904500897
768,69708.0,9795.0,12,5.81,12.05,22,85474.0,32,8046.510886776613
695,83620.0,46424.0,36,5.23,18.09,5,1737.0,22,778.4051394001345
620,51890.0,42766.0,12,10.98,12.93,28,83276.0,55,1493.2029601824877
721,25776.0,46321.0,60,6.94,34.62,1,54703.0,19,787.6074819033206
594,36309.0,46903.0,48,14.6,12.7,0,27885.0,26,709.6806700140487
327,81681.0,48934.0,12,13.43,37.61,30,44553.0,50,384.5602453776378
542,125423.0,47641.0,48,11.33,22.97,7,65054.0,60,567.7442554105019
687,79129.0,28616.0,36,9.65,15.97,33,16984.0,43,4315.10807893111
380,93543.0,14435.0,12,13.93,31.93,17,13186.0,56,7270.135087711416
641,116826.0,11548.0,24,4.85,31.64,20,32826.0,21,7762.049247676021
768,29200.0,37994.0,12,4.33,15.89,22,67808.0,47,2411.426963446984
719,95532.0,30766.0,48,12.81,48.31,25,96516.0,19,3879.0695449828563
515,59499.0,5161.0,36,14.62,25.07,19,33172.0,56,9067.474747989238
405,108397.0,48039.0,24,2.91,21.92,3,99279.0,34,516.4862676800298
846,109899.0,46800.0,24,10.28,40.08,8,38744.0,18,664.7994593013052
514,140824.0,34259.0,60,12.59,11.58,15,28804.0,47,3248.7712992942743
495,92099.0,38365.0,60,7.87,28.43,0,20982.0,61,2442.2426265710073
320,109599.0,34165.0,12,8.81,28.0,27,13275.0,53,3325.276787784977
664,51966.0,25281.0,24,6.58,24.33,17,51952.0,34,4987.76326152832
552,50087.0,28225.0,60,4.82,46.37,27,18302.0,26,4464.647824694439
345,149972.0,15754.0,24,10.96,14.32,15,20625.0,69,7001.095649737414
353,34199.0,33495.0,24,6.72,16.48,4,40643.0,33,3467.6450714622115
560,21560.0,42481.0,12,10.85,30.31,14,7903.0,32,1623.3840607005286
549,68290.0,32044.0,36,5.86,45.63,3,21577.0,18,3684.051755494445
360,25109.0,17087.0,60,13.62,40.4,6,67313.0,28,6731.623455615331
709,53662.0,48619.0,36,5.46,21.93,24,74353.0,50,313.07590822290655
659,140585.0,45846.0,12,8.44,24.09,16,67262.0,21,894.1169421608975
480,117419.0,23752.0,24,11.17,19.35,4,9215.0,49,5348.003528804328
504,145133.0,24033.0,48,12.78,21.49,2,47258.0,61,5290.7795152078115
489,135512.0,30169.0,48,13.38,33.38,3,41954.0,26,4082.8696753880245
805,106206.0,29817.0,36,10.45,36.66,24,36113.0,27,4037.4579325597733
412,100559.0,28253.0,12,11.85,27.06,32,1779.0,67,4466.048272649481
403,132340.0,23745.0,12,9.72,34.85,17,23932.0,33,5374.449984402607
420,146446.0,43659.0,36,4.69,18.27,17,50477.0,65,1392.5223217665423
775,144873.0,26384.0,24,9.14,48.23,34,51514.0,46,4752.140428501406
704,117883.0,38069.0,48,12.53,30.55,12,22419.0,33,2433.704909215811
660,53397.0,15403.0,24,3.98,26.54,6,19563.0,21,6991.9107602801205
357,93609.0,32065.0,36,14.11,19.63,17,16704.0,32,3749.7888246445423
809,44070.0,20222.0,12,2.6,20.34,5,12666.0,28,5983.515379620438
567,28820.0,27668.0,48,3.77,13.26,20,68222.0,55,4532.496300965674
374,81550.0,47963.0,36,3.12,45.17,14,59624.0,63,570.1391963923259
528,67614.0,6125.0,24,14.48,42.04,29,77475.0,29,8881.486553079287
389,131562.0,12710.0,48,12.84,24.77,7,11539.0,22,7617.3336509987785
685,145816.0,21029.0,12,9.64,23.57,23,83641.0,45,5833.326845317949
553,123320.0,25733.0,60,12.55,33.83,15,10702.0,52,4967.601057598838
744,130022.0,36186.0,48,12.3,26.43,0,90518.0,20,2796.995166178673
417,44578.0,19716.0,24,13.04,26.06,23,11953.0,21,6200.4292168066195
450,26640.0,31122.0,60,11.72,22.94,24,36901.0,35,3900.087921971036
630,75761.0,28171.0,24,9.97,37.3,19,26140.0,54,4449.925991665499
719,116059.0,15983.0,36,5.75,42.85,18,15690.0,47,6847.260468802219
352,88760.0,24363.0,48,8.24,49.88,9,12178.0,20,5305.788510240857
412,102310.0,47668.0,36,4.86,23.28,23,50715.0,63,595.0334657621814
770,65272.0,23888.0,36,6.57,31.87,6,38889.0,56,5258.26984141867
459,94859.0,28164.0,48,12.34,39.16,33,10976.0,24,4489.376043682701
749,67837.0,48241.0,12,6.33,38.81,33,19935.0,20,405.96570405016496
545,100097.0,35682.0,60,8.99,38.07,28,7526.0,63,2955.216136947787
442,54157.0,41875.0,12,11.28,26.49,17,75701.0,29,1738.523250725019
516,39623.0,8716.0,12,7.81,33.94,24,57557.0,38,8352.810038064868
639,35896.0,48596.0,48,5.89,34.13,20,7961.0,62,358.80661517490745
788,60998.0,38755.0,60,5.0,33.74,25,98644.0,67,2259.266032349193
430,72393.0,43467.0,12,7.85,24.26,29,77707.0,28,1432.9138576087196
552,68845.0,35620.0,36,10.84,11.76,16,74099.0,52,2964.3298254987994
348,75619.0,28197.0,60,13.45,21.38,20,94192.0,34,4515.053928752993
666,89274.0,21052.0,12,6.56,13.2,19,15357.0,37,5847.944958302969
350,111428.0,6529.0,48,5.26,17.21,11,27412.0,31,8848.480164205952
619,125361.0,35314.0,24,6.75,33.84,12,3650.0,28,3024.110205593096
317,127803.0,5282.0,60,9.38,47.52,14,48340.0,62,9103.112256370601
517,39975.0,29487.0,60,9.71,45.04,11,55991.0,67,4218.706843708791
447,102189.0,12239.0,12,14.17,11.59,13,47322.0,31,7686.140907441988
524,110600.0,12052.0,24,11.71,37.69,21,81218.0,58,7690.379175791355
372,50015.0,7023.0,48,4.08,36.87,32,8998.0,47,8741.927351502502
361,132992.0,29282.0,12,8.84,48.32,4,53014.0,32,4298.90023908697
442,143782.0,41727.0,36,8.39,14.77,2,50311.0,19,1767.3714359152434
464,143191.0,20892.0,48,12.93,12.19,7,48113.0,46,5939.866581971002
831,41288.0,22069.0,36,14.11,15.57,7,85914.0,63,5588.011754146913
521,112324.0,28551.0,60,3.82,22.55,2,43310.0,44,4393.9837900053935
460,71184.0,10051.0,24,10.69,17.08,25,3543.0,47,8128.791462561859
513,82046.0,38848.0,36,9.6,30.18,29,36901.0,44,2344.0020730899996
354,121872.0,22071.0,12,7.66,24.24,19,86799.0,69,5722.756594171441
628,143629.0,39742.0,60,13.1,33.81,19,26708.0,53,2138.661510703682
553,85128.0,20352.0,36,6.78,41.12,12,19787.0,60,6041.007202893826
386,136891.0,44901.0,36,7.44,25.28,13,13231.0,48,1165.1014421518519
350,141332.0,28762.0,60,7.14,22.5,16,50374.0,37,4401.254525863183
481,33760.0,26253.0,12,3.56,16.4,1,59010.0,36,4841.163212173366
758,112447.0,12896.0,24,11.45,28.32,13,98971.0,56,7430.249367496749
675,39129.0,47468.0,12,11.98,46.1,13,92259.0,33,548.3224097318378
427,59062.0,23099.0,60,5.82,45.24,20,96330.0,39,5515.1203146868
311,77372.0,17504.0,60,5.94,26.11,13,84085.0,26,6656.537625638868
460,65028.0,25421.0,12,11.48,37.57,33,95310.0,18,5023.057215035699
623,32201.0,6633.0,60,9.33,10.28,33,20595.0,62,8725.742373934536
473,111659.0,35911.0,60,13.6,35.82,4,17558.0,64,2965.2858294301936
831,87889.0,18279.0,24,11.44,41.97,7,72390.0,64,6348.197039307423
706,91431.0,33211.0,12,10.3,20.12,33,54943.0,27,3399.73759846883
410,95897.0,17448.0,60,8.35,44.34,34,80771.0,69,6622.582578716309
337,70072.0,10249.0,60,5.62,22.61,14,14591.0,41,8104.237317896174
774,87649.0,47951.0,36,6.89,21.37,15,88887.0,31,439.1398937433708
845,20526.0,42900.0,36,3.53,47.27,6,21630.0,48,1434.201450824416
784,42431.0,18428.0,48,5.23,15.87,25,58759.0,26,6321.397077957236
311,29903.0,37003.0,36,12.27,42.39,0,26393.0,53,2775.1284086089167
577,24470.0,16439.0,12,10.28,48.46,18,23332.0,23,6820.309333219098
426,86061.0,42823.0,60,11.74,21.91,31,36538.0,18,1579.8987813676777
529,44574.0,24201.0,24,8.94,15.33,6,97247.0,43,5238.8826561332535
444,50027.0,27669.0,48,10.77,30.5,5,89494.0,40,4572.502751118913
385,26368.0,10469.0,36,13.38,30.02,3,35010.0,32,8067.202305697568
645,62874.0,34984.0,36,10.36,42.55,3,89826.0,19,3055.963033301377
325,71195.0,34197.0,60,10.77,20.77,15,28511.0,26,3322.804637577728
375,117624.0,10542.0,48,5.9,34.17,2,8314.0,65,8045.407514788411
584,124199.0,24909.0,36,3.36,14.35,17,20968.0,40,5066.5816105870235
649,46015.0,29570.0,48,8.87,30.44,20,13306.0,31,4147.805086429826
315,70106.0,41618.0,60,8.3,41.34,18,89402.0,44,1846.2928361623817
579,100688.0,42211.0,60,10.13,12.28,32,20539.0,64,1647.8727202895643
558,130091.0,6431.0,48,2.88,45.2,28,13334.0,62,8797.984232870735
765,74615.0,14596.0,12,11.77,49.06,22,46389.0,63,7110.228012408205
823,80112.0,28705.0,48,13.25,40.63,19,41111.0,44,4270.910183560758
776,100435.0,47685.0,48,3.22,46.45,11,73366.0,26,487.8317308211748
798,105956.0,48108.0,36,8.98,49.3,20,86335.0,25,387.6678138409336
374,22396.0,42285.0,48,11.87,12.18,32,44527.0,39,1680.4474681909378
434,32984.0,19484.0,24,4.82,49.82,8,57851.0,22,6251.991338731624
584,21239.0,35930.0,36,13.05,47.04,4,83683.0,54,2890.3819076853088
314,46958.0,11171.0,36,6.25,49.69,15,17358.0,58,7949.000030447352
519,111357.0,12788.0,12,2.99,39.15,26,97605.0,47,7538.933769172404
588,37602.0,17330.0,60,7.19,27.31,27,93102.0,32,6606.530395237949
812,41427.0,37125.0,60,8.75,37.68,24,35281.0,27,2596.1080949098978
346,103309.0,31661.0,48,14.39,33.0,4,70192.0,65,3828.867449902198
408,128295.0,16101.0,48,4.64,40.49,22,44645.0,59,6895.193729488308
627,145261.0,47870.0,48,5.39,42.96,31,84790.0,66,491.953602265255
318,91635.0,5258.0,24,6.93,15.84,28,47307.0,41,9107.090932467136
580,85455.0,41751.0,12,6.42,30.0,33,76669.0,38,1726.6431978950209
300,119950.0,35798.0,48,7.89,13.11,4,91239.0,33,3005.4342811951137
396,136400.0,29259.0,24,5.9,44.46,23,70248.0,57,4279.530167971239
406,41804.0,48590.0,24,5.37,39.81,17,1242.0,21,439.77020799203086
328,46916.0,14369.0,36,3.79,41.33,27,91655.0,22,7297.804718101236
382,48602.0,33927.0,12,8.31,10.96,5,92934.0,30,3329.4922851859033
685,146945.0,31475.0,48,9.66,39.66,29,99862.0,26,3747.043982172935
535,46385.0,23450.0,12,14.6,32.88,13,32980.0,64,5411.953789927504
314,98339.0,34055.0,24,10.79,17.6,19,38032.0,34,3347.532466763785
718,48145.0,26636.0,60,7.9,49.09,23,6749.0,22,4735.208519508489
752,53933.0,30592.0,12,6.58,39.21,10,23519.0,52,3925.033892400601
619,82768.0,19472.0,12,14.99,16.75,2,35670.0,66,6178.96175457678
352,71571.0,11295.0,12,10.47,32.56,24,35030.0,35,7874.045178456747
500,121660.0,21905.0,24,12.54,29.35,17,19462.0,68,5718.393458589411
784,144938.0,40941.0,12,3.15,13.81,20,5544.0,46,1829.516467501588
538,98797.0,17258.0,12,10.09,37.8,2,50539.0,43,6644.848347562968
810,141826.0,21035.0,36,5.59,31.02,17,47218.0,60,5810.447736326895
825,89298.0,32523.0,48,4.79,45.88,12,51507.0,43,3516.960295865638
362,91260.0,26038.0,60,2.91,48.15,4,18608.0,18,4964.6311883400285
730,90135.0,19939.0,36,3.13,19.88,23,12062.0,19,6055.260320617156
761,84324.0,14283.0,24,4.66,14.9,12,68371.0,22,7170.228798130637
481,49856.0,28172.0,60,12.81,13.22,34,84294.0,45,4459.782373837063
417,118818.0,47821.0,60,10.97,41.02,10,94491.0,25,563.4188757022156
347,111748.0,31987.0,12,7.78,23.21,2,50468.0,47,3764.7006550153537
745,25626.0,29858.0,48,13.16,32.02,12,99096.0,65,4042.66320957933
583,22050.0,15526.0,36,13.92,44.91,0,60091.0,28,6999.84547651217
438,92715.0,28252.0,12,5.43,30.82,7,14692.0,33,4499.475627806552
605,127288.0,13706.0,24,4.34,27.19,24,48114.0,21,7317.371029843041
527,70861.0,15028.0,36,13.86,22.52,0,22912.0,25,7108.543920827178
369,90981.0,13080.0,12,4.13,10.17,34,29283.0,21,7527.26088045512
736,59214.0,34334.0,48,13.72,29.85,9,74599.0,30,3179.274361911869
641,96367.0,11710.0,12,11.05,20.96,11,61245.0,59,7717.935218667001
419,49430.0,36007.0,36,3.3,44.05,2,93789.0,36,2937.8342333394626
398,138618.0,35874.0,24,4.46,43.05,0,17322.0,46,2978.7503053349537
799,67908.0,27360.0,36,5.16,12.15,23,55823.0,69,4537.9487729468365
668,106231.0,14956.0,36,6.42,43.04,15,28942.0,35,7071.914648537391
648,36082.0,7643.0,24,3.49,49.83,25,45117.0,66,8552.376594861531
595,64965.0,35573.0,36,9.6,35.4,0,68274.0,58,2973.7992198820943
637,65084.0,11704.0,12,12.06,22.6,6,34206.0,35,7739.304912125925
371,24263.0,41487.0,36,11.18,44.74,7,10100.0,23,1867.4018455634528
569,57412.0,23681.0,36,5.76,46.83,27,52772.0,24,5354.134620215059
538,126661.0,42804.0,60,9.74,22.49,30,91271.0,38,1530.7175792033
353,101537.0,6283.0,24,8.78,18.16,32,76928.0,23,8883.521744302623
342,31536.0,40851.0,60,7.73,11.97,30,63722.0,34,1972.981156323606
300,56877.0,12736.0,48,2.74,49.03,20,83488.0,40,7619.377089839048
404,137584.0,33044.0,12,13.58,15.33,11,13163.0,30,3549.1457186218827
493,66163.0,24715.0,24,4.67,11.89,30,81187.0,42,5134.501822354994
324,76985.0,24194.0,60,3.67,15.49,32,37493.0,64,5320.289525379828
398,89626.0,29596.0,12,5.8,18.06,11,68706.0,31,4197.145414178827
710,100818.0,30470.0,12,4.88,44.64,21,91737.0,62,3944.788692548611
325,86435.0,20078.0,24,12.52,37.17,15,56747.0,41,6161.904543590699
417,104976.0,6376.0,12,4.59,42.41,30,86339.0,27,8857.597725195788
476,103624.0,48668.0,36,7.28,35.03,28,21322.0,40,394.8646799823427
825,97475.0,36182.0,36,7.16,42.17,29,53019.0,38,2763.729155918304
754,88247.0,8712.0,60,6.13,31.2,2,58466.0,23,8289.68434189425
543,77492.0,5488.0,36,12.71,19.04,23,65641.0,44,8975.17246238474
595,124540.0,16918.0,36,4.38,14.81,26,81099.0,20,6687.475463287273
655,132214.0,6727.0,36,5.18,14.27,14,132.0,49,8709.312120092167
398,94038.0,49311.0,24,5.6,10.0,4,81932.0,59,266.85000367407827
658,57641.0,13636.0,36,11.0,12.4,22,95380.0,25,7300.634642225821
774,41172.0,12848.0,36,11.3,12.02,11,34160.0,20,7460.94733155674
584,141750.0,11852.0,24,12.61,39.58,18,61597.0,52,7720.629312644888
674,122665.0,13533.0,48,6.11,36.9,9,57894.0,41,7351.049688165311
472,29077.0,34956.0,36,6.77,44.97,7,18705.0,61,3126.3062394538456
678,111194.0,41768.0,36,4.82,26.75,28,32125.0,52,1691.566926219263
389,65648.0,39171.0,24,10.89,42.58,20,5993.0,53,2322.4573577587494
319,101470.0,29981.0,48,9.46,23.25,22,71185.0,21,4160.036035170842
398,42534.0,5163.0,12,11.18,17.38,22,39029.0,18,9113.84312795129
572,142720.0,21044.0,24,5.79,37.3,8,368.0,65,5911.179186828034
491,91719.0,36238.0,60,10.4,42.82,5,29086.0,54,2878.2475402056416
607,132301.0,26727.0,12,6.78,21.33,11,30699.0,37,4743.720654421727
701,57567.0,49251.0,24,3.17,39.23,17,73173.0,28,196.56494229060957
524,32182.0,17149.0,12,5.66,11.8,25,40297.0,55,6654.191904135375
570,141789.0,22824.0,12,6.91,17.74,18,39832.0,33,5508.271731933271
472,120686.0,41224.0,12,12.03,33.97,21,44013.0,27,1870.0871539305142
636,84288.0,41060.0,48,7.15,26.21,32,50721.0,30,1840.3041700179315
489,138681.0,34734.0,12,14.31,19.05,20,99764.0,39,3144.3953140617796
820,98131.0,34009.0,24,10.74,19.08,7,81948.0,35,3216.47587532435
839,64569.0,44071.0,48,12.24,49.66,30,4782.0,65,1208.788281424016
759,98301.0,21994.0,60,14.76,23.21,32,47098.0,69,5628.622011645949
560,35398.0,5587.0,60,14.73,17.82,2,91531.0,62,8970.909194644648
761,65420.0,33144.0,60,6.68,20.39,19,73953.0,33,3404.3979933461014
527,97539.0,38340.0,48,6.1,19.94,27,93286.0,53,2426.277389867016
430,55737.0,18598.0,48,11.26,41.49,25,67306.0,68,6423.855345154787
684,26737.0,43520.0,24,2.61,12.02,9,60663.0,48,1355.2646645535785
615,31046.0,41321.0,36,12.5,18.45,14,19641.0,39,1815.2867848569529
512,40953.0,15759.0,24,14.95,25.97,6,70968.0,63,6961.6719719386865
717,123537.0,46779.0,12,10.26,21.21,8,96341.0,65,696.1118996258573
714,64547.0,14160.0,12,9.02,36.6,3,17043.0,35,7218.932799798372
812,40049.0,35508.0,60,14.88,30.51,26,57442.0,44,2905.696809859398
452,36371.0,7472.0,60,3.82,13.8,1,10707.0,37,8624.384829417399
690,20956.0,36703.0,60,11.96,11.42,11,90365.0,45,2697.5759888534167
380,41792.0,8726.0,48,10.31,16.16,18,95335.0,42,8386.317801893058
460,117955.0,43314.0,48,5.27,30.13,19,1067.0,44,1463.599923929905
519,103300.0,12967.0,48,13.77,23.82,21,48037.0,26,7514.066043763659
312,103186.0,14557.0,24,5.82,49.31,25,15629.0,39,7265.086073305295
767,33629.0,27436.0,24,5.47,24.52,4,25032.0,55,4564.547807312675
740,118762.0,31201.0,36,6.01,45.46,2,54646.0,48,3810.9026795664886
653,60042.0,38328.0,60,8.75,20.04,33,75282.0,60,2390.392996242434
676,77660.0,35268.0,36,12.84,29.02,9,36486.0,68,3016.128202248112
457,77775.0,25103.0,60,4.92,15.02,29,13265.0,60,5078.5238754602915
691,118511.0,34309.0,48,7.25,48.46,12,8536.0,69,3185.620020774699
551,96242.0,12099.0,36,2.78,36.82,22,769.0,53,7683.418240612058
810,57311.0,46674.0,12,13.23,47.96,17,59946.0,65,685.4656173786395
452,68320.0,14127.0,48,10.03,39.67,18,69586.0,52,7290.30451387814
456,46017.0,28481.0,12,9.95,44.3,16,82143.0,27,4410.947596449775
612,89350.0,44961.0,12,10.17,30.47,21,10481.0,42,1091.370048366996
622,117659.0,9895.0,24,8.94,22.31,13,48928.0,19,8083.228514325802
507,143618.0,34371.0,48,11.32,38.49,25,97170.0,22,3234.282345733899
546,39426.0,39084.0,36,11.43,12.78,22,83028.0,41,2247.935702893771
757,147844.0,47719.0,12,14.67,39.38,16,32214.0,58,478.227056110285
472,47961.0,34312.0,24,11.88,20.82,1,6273.0,19,3267.3314645861747
572,87675.0,9481.0,48,13.85,26.57,27,52389.0,18,8181.137891462528
